ID,bed,bath,acre_lot,city,state,zip_code,house_size,price,sold_previously
Puert21565,3.0,2.0,0.22,Aguadilla,Puerto Rico,603.0,1895.0,200000.0,0.0
Puert21566,3.0,2.0,10.2,Caguas,Puerto Rico,725.0,1071.0,73000.0,0.0
Puert21567,3.0,1.0,-1.1,Bayamon,Puerto Rico,956.0,835.0,70000.0,0.0
Puert21568,6.0,4.0,0.14,Caguas,Puerto Rico,727.0,2499.0,340000.0,0.0
Puert21569,3.0,2.0,10.2,San Juan,Puerto Rico,956.0,1163.0,196000.0,0.0
Puert21570,3.0,1.0,0.05,Catano,Puerto Rico,962.0,800.0,90000.0,0.0
Puert21571,3.0,2.0,10.2,San Juan,Puerto Rico,918.0,1549.0,169000.0,0.0
Puert21572,10.0,4.0,0.08,San Juan,Puerto Rico,915.0,2905.0,175000.0,0.0
Puert21573,4.0,2.0,0.09,Carolina,Puerto Rico,983.0,1072.0,119000.0,0.0
Puert21574,3.0,2.0,10.2,Guaynabo,Puerto Rico,969.0,1900.0,335000.0,0.0
Puert21575,2.0,2.0,17.2,Trujillo Alto,Puerto Rico,976.0,939.0,100000.0,0.0
Puert21576,3.0,2.0,10.2,Carolina,Puerto Rico,987.0,2168.0,165000.0,0.0
Puert21577,3.0,2.0,10.2,Toa Alta,Puerto Rico,953.0,1111.0,75100.0,0.0
Puert21578,4.0,2.0,3.2,San Juan,Puerto Rico,907.0,2834.0,475200.0,0.0
Puert21579,3.0,1.0,-1.1,San Juan,Puerto Rico,969.0,865.0,82000.0,0.0
Puert21580,2.0,2.0,17.2,San Juan,Puerto Rico,907.0,819.0,58000.0,0.0
Puert21581,1.0,1.0,12.14,San Juan,Puerto Rico,926.0,1091.0,500000.0,0.0
Puert21582,1.0,1.0,9.52,Carolina,Puerto Rico,987.0,1091.0,90000.0,0.0
Puert21583,1.0,1.0,0.99,Bayamon,Puerto Rico,957.0,1091.0,90000.0,0.0
Puert21584,1.0,1.0,2.35,Guaynabo,Puerto Rico,970.0,1091.0,55500.0,0.0
Puert21585,4.0,2.0,0.09,Trujillo Alto,Puerto Rico,976.0,2329.0,71900.0,0.0
Puert21586,4.0,3.0,0.36,Toa Alta,Puerto Rico,953.0,2539.0,146995.0,0.0
Puert21587,4.0,1.0,0.36,Bayamon,Puerto Rico,956.0,1071.0,81000.0,0.0
Puert21588,4.0,1.0,0.09,Arroyo,Puerto Rico,714.0,900.0,59100.0,0.0
Puert21589,3.0,2.0,10.2,Trujillo Alto,Puerto Rico,976.0,992.0,85000.0,0.0
Puert21590,3.0,3.0,21.5,Guaynabo,Puerto Rico,969.0,2080.0,180000.0,0.0
Puert21591,2.0,1.0,0.25,Canovanas,Puerto Rico,729.0,622.0,62100.0,0.0
Puert21592,6.0,3.0,4.94,Vega Alta,Puerto Rico,692.0,3000.0,265000.0,0.0
Puert21593,7.0,3.0,0.06,Caguas,Puerto Rico,725.0,1410.0,67000.0,0.0
